name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
Kepler-960 b,929.0,14.127,Neptune-like,2016,5.86,Earth,0.204,Jupiter,0.0414,0.008487337,0.0,Transit
Kepler-961 b,1873.0,14.204,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.1245,0.046269678,0.0,Transit
Kepler-962 b,1342.0,13.68,Super Earth,2016,4.54,Earth,1.97,Earth,0.0984,0.033127997,0.0,Transit
Kepler-963 b,2517.0,15.091,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0849,0.027378507,0.0,Transit
Kepler-964 b,1483.0,14.061,Neptune-like,2016,5.14,Earth,2.12,Earth,0.1063,0.036960986,0.0,Transit
Kepler-967 b,1855.0,14.702,Neptune-like,2016,6.12,Earth,0.21,Jupiter,0.1027,0.03613963,0.0,Transit
Kepler-968 b,947.0,14.626,Super Earth,2016,4.66,Earth,2.0,Earth,0.0389,0.010130048,0.0,Transit
Kepler-968 c,947.0,14.626,Super Earth,2016,3.5,Earth,1.69,Earth,0.052,0.015605749,0.0,Transit
Kepler-969 b,1273.0,13.865,Super Earth,2016,4.94,Earth,2.07,Earth,0.2027,0.0936345,0.0,Transit
Kepler-969 c,1273.0,13.865,Terrestrial,2016,0.937,Earth,0.99,Earth,0.0272,0.0046543465,0.0,Transit
Kepler-96 b,401.0,10.568,Neptune-like,2014,8.46,Earth,0.238,Jupiter,0.1235,0.044353183,0.0,Transit
Kepler-971 b,1104.0,13.483,Neptune-like,2016,5.18,Earth,2.13,Earth,0.0827,0.026283368,0.0,Transit
Kepler-974 b,438.0,15.295,Super Earth,2016,3.09,Earth,1.57,Earth,0.0419,0.011498973,0.0,Transit
Kepler-975 b,1390.0,14.633,Super Earth,2016,2.79,Earth,1.48,Earth,0.0303,0.0054757018,0.0,Transit
Kepler-977 b,1855.0,14.754,Neptune-like,2016,7.37,Earth,0.234,Jupiter,0.162,0.073648185,0.0,Transit
Kepler-979 b,1881.0,14.882,Neptune-like,2016,7.85,Earth,0.243,Jupiter,0.0753,0.022176592,0.0,Transit
Kepler-97 b,1308.0,12.994,Super Earth,2014,3.51,Earth,1.48,Earth,0.0356,0.007118412,0.0,Transit
Kepler-980 b,3136.0,14.221,Neptune-like,2016,7.61,Earth,0.238,Jupiter,0.1005,0.03175907,0.0,Transit
Kepler-981 b,2864.0,14.875,Neptune-like,2016,5.95,Earth,0.206,Jupiter,0.0535,0.0123203285,0.0,Transit
Kepler-982 b,2614.0,13.099,Neptune-like,2016,5.69,Earth,0.201,Jupiter,0.1291,0.04325804,0.0,Transit
Kepler-988 b,995.0,15.578,Super Earth,2016,4.94,Earth,2.07,Earth,0.1085,0.04873374,0.0,Transit
Kepler-989 b,1605.0,14.717,Neptune-like,2016,5.52,Earth,2.21,Earth,0.0734,0.021902807,0.0,Transit
Kepler-98 b,1143.0,12.996,Neptune-like,2014,3.55,Earth,1.99,Earth,0.0256,0.0041067763,0.0,Transit
Kepler-990 b,2617.0,14.716,Neptune-like,2016,7.27,Earth,0.232,Jupiter,0.0883,0.027104722,0.0,Transit
Kepler-990 c,2617.0,14.716,Super Earth,2016,2.96,Earth,1.53,Earth,0.0127,0.0013689254,0.0,Transit
Kepler-992 b,847.0,13.557,Super Earth,2016,3.26,Earth,1.62,Earth,0.1339,0.055304587,0.0,Transit
Kepler-993 b,1058.0,16.608,Neptune-like,2016,9.11,Earth,0.265,Jupiter,0.13,0.060506504,0.0,Transit
Kepler-994 b,614.0,15.046,Super Earth,2016,3.19,Earth,1.6,Earth,0.0177,0.003285421,0.0,Transit
Kepler-995 b,1989.0,15.173,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.1701,0.07748117,0.0,Transit
Kepler-996 b,3968.0,14.717,Super Earth,2016,4.58,Earth,1.98,Earth,0.0474,0.010403832,0.0,Transit
Kepler-997 b,1525.0,11.521,Super Earth,2016,2.42,Earth,1.36,Earth,0.0397,0.0073921974,0.0,Transit
Kepler-998 b,3218.0,14.463,Neptune-like,2016,5.99,Earth,0.207,Jupiter,0.0626,0.015605749,0.0,Transit
Kepler-999 b,1778.0,12.364,Neptune-like,2016,6.08,Earth,0.209,Jupiter,0.0681,0.016427105,0.0,Transit
Kepler-99 b,680.0,13.206,Super Earth,2014,6.15,Earth,1.48,Earth,0.0503,0.012594113,0.0,Transit
Kepler-9 d,2049.0,13.922,Super Earth,2010,3.33,Earth,1.64,Earth,0.0273,0.0043805614,0.0,Transit
KOI-13 b,1693.0,9.791,Gas Giant,2011,9.28,Jupiter,1.512,Jupiter,0.03641,0.004928131,0.0,Transit
KOI-1831 d,1636.0,14.222,Super Earth,2021,2.23,Earth,1.13,Earth,0.1949,0.0936345,0.0,Transit
KOI-1833 d,947.0,14.626,Super Earth,2021,11.02,Earth,0.23,Jupiter,0.0634,0.021081451,0.0,Transit
KOI-3503 b,2894.0,13.831,Super Earth,2021,9.2,Earth,1.19,Earth,0.1462,0.05804244,0.0,Transit
KOI-3503 c,2894.0,13.831,Super Earth,2021,10.36,Earth,1.21,Earth,0.1911,0.087063655,0.0,Transit
KOI-4777.01,562.0,16.413,Gas Giant,2014,0.31212,Jupiter,0.51,Earth,0.008,0.0010951404,0.0,Transit
KOI-55 b,4016.0,15.154,Terrestrial,2011,0.44,Earth,0.759,Earth,0.006,0.0005475702,0.0,Orbital Brightness Modulation
KOI-55 c,4016.0,15.154,Terrestrial,2011,0.655,Earth,0.867,Earth,0.0076,0.00082135526,0.0,Orbital Brightness Modulation
KOI-7368 b,864.0,12.969,Neptune-like,2022,5.56,Earth,2.22,Earth,0.0678,0.018617386,0.0,Transit
KOI-7913 b,885.0,14.23,Neptune-like,2022,6.08,Earth,0.209,Jupiter,0.1456,0.06652977,0.0,Transit
KPS-1 b,857.0,12.97,Gas Giant,2018,1.09,Jupiter,1.03,Jupiter,0.0269,0.0046543465,0.0,Transit
LHS 1478 b,59.0,13.304,Super Earth,2021,2.33,Earth,1.242,Earth,0.01848,0.005201916,0.0,Transit
LHS 1815 b,97.0,12.167,Super Earth,2020,8.7,Earth,1.088,Earth,0.0404,0.010403832,0.0,Transit
LHS 3844 b,49.0,15.24,Super Earth,2019,2.25,Earth,1.303,Earth,0.00622,0.0013689254,0.0,Transit
LP 791-18 b,86.0,16.91,Super Earth,2019,1.46,Earth,1.12,Earth,0.00969,0.0024640656,0.0,Transit
LP 791-18 c,86.0,16.91,Neptune-like,2019,5.95,Earth,0.206,Jupiter,0.029392,0.0136892535,0.0,Transit
LP 890-9 b,106.0,18.0,Super Earth,2022,13.2,Earth,1.32,Earth,0.01875,0.0073921974,0.0,Transit
LTT 3780 b,72.0,13.14,Super Earth,2020,2.62,Earth,1.332,Earth,0.01211,0.0021902807,0.0,Transit
MASCARA-1 b,595.0,8.28,Gas Giant,2017,3.7,Jupiter,1.597,Jupiter,0.040352,0.0057494864,0.0,Transit
MASCARA-4 b,557.0,8.191,Gas Giant,2020,3.1,Jupiter,1.53,Jupiter,0.047,0.007665982,0.0,Transit
NGTS-10 b,1059.0,14.506,Gas Giant,2020,2.162,Jupiter,1.205,Jupiter,0.0143,0.0021902807,0.0,Transit
NGTS-12 b,1456.0,12.382,Gas Giant,2020,0.208,Jupiter,1.048,Jupiter,0.0757,0.02053388,0.0,Transit
NGTS-15 b,2566.0,14.669,Gas Giant,2021,0.751,Jupiter,1.1,Jupiter,0.0441,0.009034907,0.0,Transit
NGTS-16 b,2930.0,14.529,Gas Giant,2021,0.667,Jupiter,1.3,Jupiter,0.0523,0.013141684,0.0,Transit
NGTS-17 b,3393.0,14.412,Gas Giant,2021,0.764,Jupiter,1.24,Jupiter,0.0391,0.008761123,0.0,Transit
NGTS-18 b,3576.0,14.588,Gas Giant,2021,0.409,Jupiter,1.21,Jupiter,0.0448,0.008487337,0.0,Transit
NGTS-21 b,1934.0,15.506,Gas Giant,2022,2.36,Jupiter,1.33,Jupiter,0.0236,0.0041067763,0.0,Transit
NGTS-23 b,3506.0,14.126,Gas Giant,2022,0.613,Jupiter,1.267,Jupiter,0.0504,0.011225188,0.0,Transit
NGTS-24 b,2228.0,13.214,Gas Giant,2022,0.52,Jupiter,1.214,Jupiter,0.0479,0.009582478,0.0,Transit
NGTS-25 b,1700.0,14.333,Gas Giant,2022,0.639,Jupiter,1.023,Jupiter,0.0388,0.007665982,0.0,Transit
NGTS-2 b,1163.0,10.789,Gas Giant,2018,0.74,Jupiter,1.595,Jupiter,0.063,0.0123203285,0.0,Transit
NGTS-3 A b,2427.0,14.669,Gas Giant,2018,2.38,Jupiter,1.48,Jupiter,0.023,0.0046543465,0.0,Transit
NGTS-5 b,1001.0,13.789,Gas Giant,2019,0.229,Jupiter,1.136,Jupiter,0.0382,0.009308693,0.0,Transit
NGTS-6 b,1006.0,14.237,Gas Giant,2019,1.339,Jupiter,1.326,Jupiter,0.01677,0.0024640656,0.0,Transit
OGLE2-TR-L9 b,5309.0,14.718,Gas Giant,2008,4.5,Jupiter,1.61,Jupiter,0.0308,0.0068446267,0.0,Transit
POTS-1 b,2440.0,17.9083,Gas Giant,2013,2.31,Jupiter,0.941,Jupiter,0.03734,0.008761123,0.0,Transit
Pr0201 b,589.0,10.445,Gas Giant,2012,0.54,Jupiter,1.27,Jupiter,0.06,0.012046544,0.0,Radial Velocity
Qatar-10 b,1824.0,12.868,Gas Giant,2019,0.736,Jupiter,1.543,Jupiter,0.0286,0.0043805614,0.0,Transit
Qatar-1 b,605.0,12.692,Gas Giant,2010,1.294,Jupiter,1.143,Jupiter,0.02332,0.003832991,0.0,Transit
Qatar-2 b,592.0,13.443,Gas Giant,2011,2.494,Jupiter,1.254,Jupiter,0.02153,0.003559206,0.0,Transit
Qatar-3 b,2400.0,12.929,Gas Giant,2017,4.31,Jupiter,1.096,Jupiter,0.03783,0.0068446267,0.0,Transit
Qatar-4 b,1073.0,13.574,Gas Giant,2017,6.1,Jupiter,1.135,Jupiter,0.02803,0.004928131,0.0,Transit
Qatar-5 b,1199.0,12.614,Gas Giant,2017,4.32,Jupiter,1.107,Jupiter,0.04127,0.007939767,0.0,Transit
Qatar-6 b,329.0,11.496,Gas Giant,2017,0.668,Jupiter,1.062,Jupiter,0.0423,0.009582478,0.0,Transit
Qatar-7 b,2303.0,13.134,Gas Giant,2019,1.88,Jupiter,1.7,Jupiter,0.0352,0.0054757018,0.0,Transit
Qatar-8 b,918.0,11.71,Gas Giant,2019,0.371,Jupiter,1.285,Jupiter,0.0474,0.010130048,0.0,Transit
Qatar-9 b,697.0,14.023,Gas Giant,2019,1.19,Jupiter,1.009,Jupiter,0.0234,0.0041067763,0.0,Transit
TAP 26 b,396.0,12.5,Gas Giant,2017,1.66,Jupiter,1.2,Jupiter,0.0968,0.02956879,0.0,Radial Velocity
Teegarden's Star b,12.0,15.13,Super Earth,2019,1.05,Earth,1.02,Earth,0.0252,0.013415469,0.0,Radial Velocity
Teegarden's Star c,12.0,15.13,Super Earth,2019,1.11,Earth,1.04,Earth,0.0443,0.031211497,0.0,Radial Velocity
TOI-1075 b,200.0,12.615,Super Earth,2022,9.95,Earth,1.791,Earth,0.01159,0.0016427105,0.0,Transit
TOI-1201 b,124.0,12.26,Neptune-like,2021,6.28,Earth,0.215,Jupiter,0.0287,0.0068446267,0.0,Transit
TOI-1227 b,328.0,16.999,Gas Giant,2022,0.209,Jupiter,0.854,Jupiter,0.0886,0.07501711,0.0,Transit
TOI-122 b,203.0,15.526,Neptune-like,2020,7.85,Earth,0.243,Jupiter,0.0392,0.013963039,0.0,Transit
TOI-1246 b,553.0,11.632,Neptune-like,2022,8.1,Earth,0.269,Jupiter,0.049,0.011772759,0.0,Transit
TOI-1246 c,553.0,11.632,Super Earth,2022,8.8,Earth,0.224,Jupiter,0.061,0.01615332,0.0,Transit
TOI-1246 d,553.0,11.632,Neptune-like,2022,5.3,Earth,0.313,Jupiter,0.131,0.051197812,0.0,Transit
TOI-1246 e,553.0,11.632,Neptune-like,2022,14.8,Earth,0.337,Jupiter,0.211,0.10376455,0.0,Transit
TOI-1259 A b,385.0,12.079,Gas Giant,2021,0.441,Jupiter,1.022,Jupiter,0.0407,0.009582478,0.0,Transit
TOI-1260 b,240.0,11.922,Super Earth,2021,8.56,Earth,0.215,Jupiter,0.0367,0.008487337,0.0,Transit
TOI-1260 c,240.0,11.922,Super Earth,2021,13.2,Earth,0.246,Jupiter,0.0657,0.02053388,0.0,Transit
TOI-1260 d,240.0,11.922,Neptune-like,2022,11.84,Earth,0.278,Jupiter,0.1116,0.045448326,0.0,Transit
TOI-1411 b,106.0,10.51,Super Earth,2022,2.42,Earth,1.36,Earth,0.023,0.0041067763,0.0,Transit
TOI-1431 b,486.0,8.03,Gas Giant,2021,3.12,Jupiter,1.49,Jupiter,0.046,0.0073921974,0.0,Transit
TOI-1442 b,134.0,15.39,Super Earth,2022,1.71,Earth,1.17,Earth,0.0071,0.0010951404,0.0,Transit
TOI-1452 b,100.0,14.354,Super Earth,2022,4.82,Earth,1.672,Earth,0.061,0.030390145,0.0,Transit
TOI-157 b,1160.0,12.725,Gas Giant,2020,1.18,Jupiter,1.286,Jupiter,0.03138,0.0057494864,0.0,Transit
TOI-163 b,1343.0,11.467,Gas Giant,2019,1.22,Jupiter,1.489,Jupiter,0.058,0.011498973,0.0,Transit
TOI-1685 b,123.0,13.378,Super Earth,2021,3.78,Earth,1.7,Earth,0.011557,0.0019164955,0.0,Transit
TOI-1693 b,100.0,12.962,Super Earth,2022,2.57,Earth,1.41,Earth,0.0226,0.004928131,0.0,Transit
TOI-1696 b,212.0,16.82,Gas Giant,2022,0.15354,Jupiter,0.276,Jupiter,0.0229,0.0068446267,0.0,Transit
TOI-169 b,1330.0,12.355,Gas Giant,2020,0.791,Jupiter,1.086,Jupiter,0.03524,0.0062970566,0.0,Transit
TOI-1759 b,131.0,11.93,Neptune-like,2022,10.8,Earth,0.28,Jupiter,0.1177,0.051745377,0.0,Transit
TOI-1789 b,747.0,9.721,Gas Giant,2021,0.7,Jupiter,1.44,Jupiter,0.04882,0.008761123,0.0,Transit
TOI-178 b,205.0,11.955,Super Earth,2021,1.5,Earth,1.152,Earth,0.02607,0.005201916,0.0,Transit
TOI-178 c,205.0,11.955,Super Earth,2021,4.77,Earth,1.669,Earth,0.037,0.008761123,0.0,Transit
TOI-178 d,205.0,11.955,Neptune-like,2021,3.01,Earth,0.229,Jupiter,0.0592,0.018069815,0.0,Transit
TOI-178 e,205.0,11.955,Neptune-like,2021,3.86,Earth,2.207,Earth,0.0783,0.027378507,0.0,Transit
TOI-178 f,205.0,11.955,Super Earth,2021,7.72,Earth,0.204,Jupiter,0.1039,0.04161533,0.0,Transit
TOI-178 g,205.0,11.955,Neptune-like,2021,3.94,Earth,0.256,Jupiter,0.1275,0.056673512,0.0,Transit
TOI-1807 b,139.0,10.0,Super Earth,2021,2.57,Earth,1.258,Earth,0.00812,0.0013689254,0.0,Transit
TOI-1842 b,729.0,9.815,Gas Giant,2021,0.214,Jupiter,1.04,Jupiter,0.1001,0.026283368,0.0,Transit
TOI-1860 b,150.0,8.4,Super Earth,2022,2.27,Earth,1.31,Earth,0.0204,0.003011636,0.0,Transit
TOI-206 b,156.0,14.938,Super Earth,2022,2.24,Earth,1.3,Earth,0.0112,0.0019164955,0.0,Transit
TOI-2076 b,137.0,9.139,Neptune-like,2021,6.89,Earth,0.225,Jupiter,0.0682,0.028473647,0.0,Transit
TOI-2076 c,137.0,9.139,Neptune-like,2021,12.0,Earth,0.312,Jupiter,0.1093,0.057494868,0.0,Transit
TOI-2076 d,137.0,9.139,Neptune-like,2021,10.5,Earth,0.288,Jupiter,0.1539,0.09609856,0.0,Transit
TOI-2081 b,203.0,13.369,Super Earth,2022,4.82,Earth,2.04,Earth,0.0752,0.028747434,0.0,Transit
TOI-2109 b,855.0,10.217,Gas Giant,2021,5.02,Jupiter,1.347,Jupiter,0.01791,0.0019164955,0.0,Transit
TOI-2136 b,109.0,14.32,Super Earth,2022,6.37,Earth,2.19,Earth,0.057,0.02162902,0.0,Transit
TOI-216.01,580.0,12.324,Gas Giant,2019,0.56,Jupiter,0.901,Jupiter,0.2069,0.09445585,0.0,Transit
TOI-2193 A b,1100.0,11.976,Gas Giant,2022,0.94,Jupiter,1.77,Jupiter,0.03319,0.0057494864,0.0,Transit
TOI-2236 b,1160.0,11.6,Gas Giant,2022,1.58,Jupiter,1.282,Jupiter,0.05009,0.009582478,0.0,Transit
TOI-2260 b,330.0,10.474,Super Earth,2022,3.26,Earth,1.62,Earth,0.0097,0.0010951404,0.0,Transit
TOI-237 b,124.0,16.37,Super Earth,2020,2.67,Earth,1.44,Earth,0.0341,0.014784395,0.0,Transit
TOI-2411 b,194.0,11.272,Super Earth,2022,3.46,Earth,1.68,Earth,0.0144,0.0021902807,0.0,Transit
TOI-2421 b,1070.0,11.419,Gas Giant,2022,0.333,Jupiter,0.925,Jupiter,0.0543,0.011772759,0.0,Transit
TOI-2427 b,93.0,10.295,Super Earth,2022,3.89,Earth,1.8,Earth,0.0202,0.003559206,0.0,Transit
TOI-2445 b,158.0,15.692,Super Earth,2022,2.1,Earth,1.25,Earth,0.0064,0.0010951404,0.0,Transit
TOI-251 b,325.0,9.887,Neptune-like,2021,1.0,Jupiter,0.244,Jupiter,0.05741,0.013415469,0.0,Transit
TOI-2567 b,1647.0,12.3,Gas Giant,2022,0.201,Jupiter,0.975,Jupiter,0.0672,0.016427105,0.0,Transit
TOI-2570 b,1180.0,12.569,Gas Giant,2022,0.82,Jupiter,1.217,Jupiter,0.04145,0.008213553,0.0,Transit
TOI-257 b,251.0,7.57,Gas Giant,2021,0.138,Jupiter,0.639,Jupiter,0.1528,0.050376453,0.0,Transit
TOI-277 b,211.0,13.632,Neptune-like,2022,7.51,Earth,0.236,Jupiter,0.0269,0.0109514035,0.0,Transit
TOI-3331 A b,708.0,11.635,Gas Giant,2022,2.27,Jupiter,1.158,Jupiter,0.03144,0.0054757018,0.0,Transit
TOI-3693 b,576.0,11.948,Gas Giant,2022,1.02,Jupiter,1.124,Jupiter,0.0813,0.024914443,0.0,Transit
TOI-4137 b,1093.0,11.31,Gas Giant,2022,1.44,Jupiter,1.211,Jupiter,0.05222,0.010403832,0.0,Transit
TOI-431 b,106.0,9.12,Super Earth,2021,3.07,Earth,1.28,Earth,0.0113,0.0013689254,0.0,Transit
TOI-431 c,106.0,9.12,Super Earth,2021,2.83,Earth,1.49,Earth,0.052,0.013141684,0.0,Radial Velocity
TOI-431 d,106.0,9.12,Neptune-like,2021,9.9,Earth,0.294,Jupiter,0.098,0.034223136,0.0,Transit
TOI-4342 b,201.0,12.669,Neptune-like,2023,5.76,Earth,0.202,Jupiter,0.05251,0.015058179,0.0,Transit
TOI-4342 c,201.0,12.669,Neptune-like,2023,6.41,Earth,0.215,Jupiter,0.0814,0.029295003,0.0,Transit
TOI-4479 b,263.0,15.18,Neptune-like,2022,8.35,Earth,0.252,Jupiter,0.0164,0.003285421,0.0,Transit
TOI-451 b,404.0,10.939,Super Earth,2020,4.31,Earth,1.91,Earth,0.0283,0.005201916,0.0,Transit
TOI-451 c,404.0,10.939,Neptune-like,2020,9.8,Earth,0.277,Jupiter,0.0823,0.025188226,0.0,Transit
TOI-451 d,404.0,10.939,Neptune-like,2020,15.6,Earth,0.363,Jupiter,0.1208,0.044900753,0.0,Transit
TOI-519 b,377.0,17.35,Gas Giant,2021,14.0,Jupiter,1.07,Jupiter,0.012,0.003559206,0.0,Transit
TOI-530 b,485.0,15.403,Gas Giant,2021,0.4,Jupiter,0.83,Jupiter,0.052,0.017522246,0.0,Transit
TOI-532 b,441.0,14.413,Gas Giant,2021,0.1935,Jupiter,0.519,Jupiter,0.0296,0.0062970566,0.0,Transit
TOI-540 b,46.0,14.823,Terrestrial,2020,0.674,Earth,0.903,Earth,0.01223,0.003285421,0.0,Transit
TOI-544 b,134.0,10.777,Super Earth,2022,4.78,Earth,2.03,Earth,0.0251,0.0041067763,0.0,Transit
TOI-561 b,280.0,10.252,Super Earth,2020,1.59,Earth,1.423,Earth,0.01055,0.0010951404,0.0,Transit
TOI-561 f,280.0,10.252,Neptune-like,2020,3.0,Earth,0.207,Jupiter,0.1174,0.044626966,0.0,Transit
TOI-833 b,136.0,11.724,Super Earth,2022,2.15,Earth,1.27,Earth,0.0171,0.0027378509,0.0,Transit
TOI-942 b,498.0,11.982,Neptune-like,2020,2.6,Jupiter,0.429,Jupiter,0.04796,0.011772759,0.0,Transit
TOI-942 c,498.0,11.982,Neptune-like,2020,2.5,Jupiter,0.517,Jupiter,0.0847,0.027926078,0.0,Transit
TOI-969 b,252.0,11.646,Neptune-like,2022,9.1,Earth,0.247,Jupiter,0.02636,0.004928131,0.0,Transit
TRAPPIST-1 g,41.0,17.02,Super Earth,2017,1.321,Earth,1.129,Earth,0.04683,0.03394935,0.0,Transit
V830 Tauri b,424.0,12.23,Gas Giant,2016,0.7,Jupiter,1.25,Jupiter,0.057,0.013415469,0.0,Radial Velocity
WASP-100 b,1189.0,10.798,Gas Giant,2014,1.26,Jupiter,1.33,Jupiter,0.04574,0.007665982,0.0,Transit
WASP-101 b,656.0,10.336,Gas Giant,2014,0.51,Jupiter,1.43,Jupiter,0.05057,0.009856262,0.0,Transit
WASP-104 b,607.0,11.779,Gas Giant,2014,1.272,Jupiter,1.137,Jupiter,0.02918,0.004928131,0.0,Transit
WASP-105 b,552.0,12.049,Gas Giant,2017,1.8,Jupiter,0.96,Jupiter,0.075,0.02162902,0.0,Transit
WASP-106 b,1149.0,11.21,Gas Giant,2014,1.62,Jupiter,1.02,Jupiter,0.0917,0.025462013,0.0,Transit
WASP-113 b,1419.0,11.761,Gas Giant,2016,0.475,Jupiter,1.409,Jupiter,0.05885,0.0123203285,0.0,Transit
WASP-118 b,1229.0,11.009,Gas Giant,2016,0.514,Jupiter,1.44,Jupiter,0.05453,0.0109514035,0.0,Transit
WASP-11 b,407.0,11.567,Gas Giant,2008,0.79,Jupiter,1.11,Jupiter,0.0435,0.010130048,0.0,Transit
WASP-121 b,880.0,10.514,Gas Giant,2016,1.157,Jupiter,1.753,Jupiter,0.02596,0.003559206,0.0,Transit
WASP-123 b,646.0,11.03,Gas Giant,2016,0.899,Jupiter,1.318,Jupiter,0.04263,0.008213553,0.0,Transit
WASP-127 b,520.0,10.148,Gas Giant,2016,0.1647,Jupiter,1.311,Jupiter,0.0484,0.011498973,0.0,Transit
WASP-130 b,562.0,11.104,Gas Giant,2016,1.23,Jupiter,0.89,Jupiter,0.1012,0.03175907,0.0,Transit
WASP-131 b,653.0,10.068,Gas Giant,2016,0.27,Jupiter,1.22,Jupiter,0.0607,0.01451061,0.0,Transit
WASP-135 b,973.0,13.181,Gas Giant,2015,1.9,Jupiter,1.3,Jupiter,0.0243,0.003832991,0.0,Transit
WASP-136 b,899.0,9.974,Gas Giant,2016,1.51,Jupiter,1.38,Jupiter,0.0661,0.014236824,0.0,Transit
WASP-138 b,1351.0,11.796,Gas Giant,2016,1.22,Jupiter,1.09,Jupiter,0.0494,0.009856262,0.0,Transit
WASP-13 b,742.0,10.424,Gas Giant,2009,0.36,Jupiter,1.22,Jupiter,0.05362,0.012046544,0.0,Transit
WASP-141 b,1685.0,12.65,Gas Giant,2016,2.69,Jupiter,1.21,Jupiter,0.0469,0.009034907,0.0,Transit
WASP-142 b,2384.0,12.871,Gas Giant,2016,0.84,Jupiter,1.53,Jupiter,0.0347,0.0057494864,0.0,Transit
WASP-144 b,1160.0,13.085,Gas Giant,2018,0.44,Jupiter,0.85,Jupiter,0.0316,0.0062970566,0.0,Transit
WASP-145 A b,298.0,11.636,Gas Giant,2018,0.89,Jupiter,0.9,Jupiter,0.0261,0.004928131,0.0,Transit
WASP-147 b,1423.0,12.681,Gas Giant,2018,0.275,Jupiter,1.115,Jupiter,0.0549,0.012594113,0.0,Transit
WASP-151 b,1478.0,12.821,Gas Giant,2017,0.316,Jupiter,1.187,Jupiter,0.055,0.0123203285,0.0,Transit
WASP-157 b,1090.0,12.397,Gas Giant,2016,0.574,Jupiter,0.998,Jupiter,0.0499,0.0109514035,0.0,Transit
WASP-158 b,1713.0,12.044,Gas Giant,2018,2.79,Jupiter,1.07,Jupiter,0.0517,0.010130048,0.0,Transit
WASP-159 b,2334.0,12.836,Gas Giant,2018,0.55,Jupiter,1.38,Jupiter,0.0538,0.010403832,0.0,Transit
WASP-15 b,920.0,10.972,Gas Giant,2009,0.54,Jupiter,1.41,Jupiter,0.05165,0.010403832,0.0,Transit
WASP-160 B b,941.0,13.04,Gas Giant,2018,0.278,Jupiter,1.09,Jupiter,0.0452,0.010403832,0.0,Transit
WASP-161 b,1119.0,11.079,Gas Giant,2018,2.49,Jupiter,1.143,Jupiter,0.0673,0.014784395,0.0,Transit
WASP-163 b,853.0,12.663,Gas Giant,2018,1.87,Jupiter,1.202,Jupiter,0.0266,0.0043805614,0.0,Transit
WASP-164 b,1068.0,12.603,Gas Giant,2018,2.13,Jupiter,1.128,Jupiter,0.02818,0.004928131,0.0,Transit
WASP-165 b,1964.0,12.816,Gas Giant,2018,0.658,Jupiter,1.26,Jupiter,0.04823,0.009582478,0.0,Transit
WASP-167 b,1382.0,10.517,Gas Giant,2017,8.0,Jupiter,1.58,Jupiter,0.0365,0.0054757018,0.0,Transit
WASP-168 b,991.0,12.124,Gas Giant,2018,0.42,Jupiter,1.5,Jupiter,0.0519,0.011498973,0.0,Transit
WASP-169 b,2045.0,12.167,Gas Giant,2019,0.561,Jupiter,1.304,Jupiter,0.0681,0.015331964,0.0,Transit
WASP-16 b,633.0,11.288,Gas Giant,2009,1.24,Jupiter,1.22,Jupiter,0.0415,0.008487337,0.0,Transit
WASP-170 b,997.0,12.613,Gas Giant,2018,1.6,Jupiter,1.096,Jupiter,0.0337,0.0062970566,0.0,Transit
WASP-171 b,2472.0,12.612,Gas Giant,2019,1.084,Jupiter,0.98,Jupiter,0.0504,0.010403832,0.0,Transit
WASP-172 b,1755.0,10.988,Gas Giant,2018,0.47,Jupiter,1.57,Jupiter,0.0694,0.015058179,0.0,Transit
WASP-173 A b,760.0,11.15,Gas Giant,2018,3.69,Jupiter,1.2,Jupiter,0.0248,0.003832991,0.0,Transit
WASP-174 b,1338.0,11.803,Gas Giant,2018,0.33,Jupiter,1.437,Jupiter,0.05503,0.011498973,0.0,Transit
WASP-175 b,1759.0,12.959,Gas Giant,2019,0.99,Jupiter,1.208,Jupiter,0.04403,0.008487337,0.0,Transit
WASP-176 b,1854.0,12.006,Gas Giant,2020,0.855,Jupiter,1.505,Jupiter,0.0535,0.010677618,0.0,Transit
WASP-177 b,577.0,12.312,Gas Giant,2019,0.508,Jupiter,1.58,Jupiter,0.03957,0.008487337,0.0,Transit
WASP-178 b,1395.0,9.946,Gas Giant,2019,1.66,Jupiter,1.81,Jupiter,0.0558,0.009034907,0.0,Transit
WASP-17 b,1324.0,11.588,Gas Giant,2009,0.78,Jupiter,1.87,Jupiter,0.0515,0.010130048,0.0,Transit
WASP-180 A b,828.0,10.655,Gas Giant,2019,0.9,Jupiter,1.24,Jupiter,0.048,0.009308693,0.0,Transit
WASP-181 b,1427.0,12.924,Gas Giant,2019,0.299,Jupiter,1.184,Jupiter,0.05427,0.0123203285,0.0,Transit
WASP-182 b,1069.0,11.98,Gas Giant,2019,0.148,Jupiter,0.85,Jupiter,0.0451,0.009308693,0.0,Transit
WASP-183 b,1061.0,13.081,Gas Giant,2019,0.502,Jupiter,1.47,Jupiter,0.04632,0.011225188,0.0,Transit
WASP-184 b,2163.0,12.771,Gas Giant,2019,0.57,Jupiter,1.33,Jupiter,0.0627,0.014236824,0.0,Transit
